S.NO.,SERVICE CODE,DESCRIPTION OF ITEM,UNIT,Rate,DSR CODE,,,,
369,4000800,"Providing and fixing G.I. pipes complete with G.I. fittings and clamps,including making good the walls etc. Concealed pipe, including painting with anti corrosive bitumastic paint, cutting chases and making good the wall: 20 mm dia Nominal Bore, (18.11.2-AR367)",M,1.00,18.11.2,,,,
370,3013754,"PROVIDING AND FIXING G.I. PIPES COMPLETE WITH G.I. FITTINGS AND CLAMPS INCLUDING CUTTING AND MAKING GOOD THE WALLS ETC. CONCEALED PIPE INCLUDING PAINTING WITH ANTI CORROSIVE BITUMASTIC PAINT, CUTTING CHASES AND MAKING GOOD THE WALL: EXTERNAL WORK-50MM NB OUTER DIA PIPES. (18.12.6-AR368)",EA,1.00,18.12.6,,,,
371,4000801,"Providing and fixing G.I. pipes complete with G.I. fittings including trenching and refilling etc. External work 15 mm dia Nominal Bore, (18.12.1-AR369)",M,1.00,18.12.1,,,,
372,4000802,"Providing and fixing G.I. pipes complete with G.I. fittings including trenching and refilling etc. External work 20 mm dia Nominal Bore, (18.12.2-AR370)",M,1.00,18.12.2,,,,
373,4000803,"Providing and fixing G.I. pipes complete with G.I. fittings including trenching and refilling etc. External work 25 mm dia Nominal Bore, (18.12.3-AR371)",M,1.00,18.12.3,,,,
374,3014003,"Providing and fixing G.I. pipes complete with G.I. fittings including trenching and refilling etc. 65 mm dia Nominal Bore, (18.12.7-AR372)",M (DSR 2012),1.00,18.12.7,,,,
375,3014004,Providing and fixing G.I. pipes complete with G.I. fittings including trenching and refilling etc. 80 mm nominal bore. (18.12.8-AR373),M (DSR 2012),1.00,18.12.8,,,,
376,4000804,"Providing and fixing G.I. pipes complete with G.I. fittings including trenching and refilling etc. External work 40 mm dia Nominal Bore, (18.12.5-AR374)",M,1.00,18.12.5,,,,
377,4000805,"Making connection of G.I. distribution branch with G.I.main of following sizes by providing and fixing tee,including cutting and threading the pipe etc. complete: 25 to 40 mm nominal bore, (18.13.1-AR375)",EA,1.00,18.13.1,,,,
378,3013757,"Making connection of G.I. distribution branch with G.I. main of following size by providing and fixing tee,including cutting and threading the pipe etc. complete: 50 to 80 mm nominal bore., (18.13.2-AR376)",M ,1.00,18.13.2,,,,
379,4000806,"Providing and fixing brass bib cock of approved quality: 15 mm Nominal bore, (18.15.1-AR377)",Ea,1.00,18.15.1,,,,
380,4000807,"Providing and fixing brass bib cock of approved quality: 20 mm Nominal bore, (18.15.2-AR378)",Ea,1.00,18.15.2,,,,
381,4000808,"Providing and fixing brass stop cock of approved quality: 15 mm Nominal bore, (18.16.1-AR379)",Ea,1.00,18.16.1,,,,
382,4000809,"Providing and fixing brass stop cock of approved quality: 20 mm Nominal bore, (18.16.2-AR380)",Ea,1.00,18.16.2,,,,
384,4000810,"Providing and fixing gun metal gate valve with C.I. wheel of approved quality(screwed end): 25 mm NB, (18.17.1-AR382)",Ea,1.00,18.17.1,,,,
385,4000811,"Providing and fixing gun metal gate valve with C.I. wheel of approved quality(screwed end): 40 mm NB, (18.17.3-AR383)",Ea,1.00,18.17.3,,,,
386,4000812,"Providig and fixing ball valve (brass) of approved quality, High or low pressure, with plastic floats complete: 15 mm NB, (18.18.1-AR384)",Ea,1.00,18.18.1,,,,
387,4000813,"Providig and fixing ball valve (brass) of approved quality, High or low pressure, with plastic floats complete: 20 mm NB, (18.18.2-AR385)",Ea,1.00,18.18.2,,,,
388,3013682,"PROVIDING AND FIXING GUN METAL NON- RETURN VALVE OF APPROVED QUALITY (SCREWED END) 25MM NB VERTICAL, (18.19.1.2-AR386)",EA (DSR 2012),1.00,18.19.1.2,,,,
389,3013758,"Providing and fixing gun metal non- return valve of approved quality (screwed end):80 mm nominal bore verticle., (18.19.6.2-AR387)",EA (DSR 2012),1.00,18.19.6.2,,,,
390,4000814,"Providing and fixing brass ferrule with C.I. mouth cover including boring and tapping  the main: 15 mm NB, (18.20.1-AR388)",Ea,1.00,18.20.1,,,,
391,4000815,"Providing and fixing uplasticised PVC connection pipe with brass unions: 30 cm length, 15 mm NB, (18.21.1.1.-AR389)",Ea,1.00,18.21.1.1,,,,
392,4000816,"Providing and fixing uplasticised PVC connection pipe with brass unions: 45 cm length, 15 mm NB, (18.21.2.1-AR390)",Ea,1.00,18.21.2.1,,,,
393,4000790,Painting G.I. pipes and fittings with two coats of anti-corrosive bitumastic paint of approved quality : 20 mm diameter pipes (18.40.2-AR391),Mtr,1.00,18.40.2,,,,
394,4000791,Painting G.I. pipes and fittings with two coats of anti-corrosive bitumastic paint of approved quality : 25 mm diameter pipes (18.40.3-AR392),Mtr,1.00,18.40.3,,,,
395,4000792,"Painting G.I. pipes and fittings with two coats of anti-corrosive bitumastic paint of approved quality. 40 mm diameter pipes, (18.40.4-AR393)",Mtr,1.00,18.40.4,,,,
396,4000793,Providing and filling sand of grading zone V or coarser grade all-round the G.I. pipes in external work. 20 mm dia pipe (18.41.2-AR394),Mtr,1.00,18.41.2,,,,
397,4000794,Providing and filling sand of grading zone V or coarser grade all-round the G.I. pipes in external work. 25 mm dia pipe (18.41.3-AR395),Mtr,1.00,18.41.3,,,,
398,4000795,Providing and filling sand of grading zone V or coarser grade all-round the G.I. pipes in external work. 40 mm dia pipe (18.41.4-AR396),Mtr,1.00,18.41.4,,,,
399,4000817,"Boring with 100 mm diameter casing pipe for hand pump/tube well, in all soils except ordinary hard rocks requiring blasting, including removing the casing pipe after the hand pump/tube well is lowered and tested: Upto 6 metres depth. (18.42.1-AR397)",Mtr,1.00,18.42.1,,,,
400,4000818,"Boring with 100 mm diameter casing pipe for hand pump/tube well, in all soils except ordinary hard rocks requiring blasting, including removing the casing pipe after the hand pump/tube well is lowered and tested: Beyond 6 m and upto 12 m depth. (18.42.2-AR398)",Mtr,1.00,18.42.2,,,,
401,4000819,"Boring with 100 mm diameter casing pipe for hand pump/tube well, in all soils except ordinary hard rocks requiring blasting, including removing the casing pipe after the hand pump/tube well is lowered and tested: Beyond 12 m and upto 18 m depth. (18.42.3-AR399)",Mtr,1.00,18.42.3,,,,
410,4000820,Providing and fixing to filter and lowering to proper levels 40 mm G.I. pipe for tube well including cleaning and priming the tube well. (18.44-AR407),Mtr,1.00,18.44,,,,
411,4000822,"Providing and fixing G.I. Union in G.I. pipe including cutting and threading the pipe and making long screws etc. complete (New work): 15 mm NB, (18.46.1-AR408)",Ea,1.00,18.46.1,,,,
412,4000823,Providing and fixing G.I. Union in G.I. pipe including cutting and threading the pipe and making long screws etc. complete (New work): 20 mm NB. (18.46.2-AR409),Ea,1.00,18.46.2,,,,
413,4000824,Providing and fixing G.I. Union in G.I. pipe including cutting and threading the pipe and making long screws etc. complete (New work): 25 mm NB. (18.46.3-AR410),Ea,1.00,18.46.3,,,,
414,4000825,Providing and fixing G.I. Union in G.I. pipe including cutting and threading the pipe and making long screws etc. complete (New work): 40 mm NB. (18.46.5-AR411),Ea,1.00,18.46.5,,,,
415,3013759,"PROVIDING AND FIXING G.I. UNION IN G.I. PIPE INCLUDING CUTTING AND  THREADING THE PIPE AND MAKING LONG SCREWS ETC. COMPLETE (NEW WORK) 50MM NB., (18.46.6-AR412)",EA ,1.00,18.46.6,,,,
416,3013760,"Providing and fixing G.I. Union in G.I. pipe including cutting and threading the pipe and making long screws etc. complete (New work): 65 mm NB., (18.46.7-AR413)",EA ,1.00,18.46.7,,,,
417,3013761,"Providing and fixing G.I. Union in G.I. pipe including cutting and threading the pipe and making long screws etc. complete (New work) 80 mm nominal bore., (18.46.8-AR414)",EA ,1.00,18.46.8,,,,
418,4000826,"Providing and fixing G.I. Union in existing G.I. pipe line, cutting and threading the pipe and making long screws, including excavation, refilling the earth or cutting of wall and making good the same complete wherever required: 15mm NB., (18.47.1-AR415)",Ea,1.00,18.47.1,,,,
419,4000827,"Providing and fixing G.I. Union in existing G.I. pipe line, cutting and threading the pipe and making long screws, including excavation, refilling the earth or cutting of wall and making good the same complete wherever required: 20mm NB. (18.47.2-AR416)",Ea,1.00,18.47.2,,,,
420,4000828,"Providing and fixing G.I. Union in existing G.I. pipe line, cutting and threading the pipe and making long screws, including excavation, refilling the earth or cutting of wall and making good the same complete wherever required: 25 mm NB. (18.47.3-AR417)",Ea,1.00,18.47.3,,,,
421,4000829,"Providing and placing on terrace (at all floor levels) polyethylene water storage tank, ISI : 12701 marked, indicating the BIS License No. with cover and suitable locking arrangement and making necessary holes for inlet, outlet and overflow pipes but  without fittings and the base support for tank. (18.48-AR418)",Per Litre,1.00,18.48,,,,
422,4000830,Providing and fixing C.P. brass bib cock of approved quality conforming to IS: 8931: 15 mm nominal bore. (18.49-AR419),EA,1.00,18.49,,,,
423,3013762,Providing and fixing C.P. brass long nose bib cock of approved quality conforming to IS standards and weighing not less than 810 gms : 15 mm nominal bore. (18.50.1-AR420),EA ,1.00,18.50.1,,,,
424,4000831,Providing and fixing C.P. brass long body bib cock of approved quality conforming to IS  standards and  weighing not less than 690 gms: 15 mm nominal bore. (18.51.1-AR421),EA ,1.00,18.51.1,,,,
425,3013616,Providing and fixing C.P. brass stop cock (concealed)  of standard design  and of approved make conforming to IS:8931: 15 mm nominal bore. (18.52.1-AR422),EA ,1.00,18.52.1,,,,
426,3013605,Providing and fixing C.P. brass angle valve for basin mixer and gyser points of approved quality conforming to IS:8931 a) 15 mm nominal bore : 15 mm nominal bore (18.53.1-AR423),EA ,1.00,18.53.1,,,,
427,4000832,"Providing and fixing PTMT bib cock of approved quality and colour 15mm nominal bore, 86 mm long weighing not less than 88 gms. (18.54.1-AR424)",EA,1.00,18.54.1,,,,
428,4000833,"Providing and fixing PTMT bib cock of approved quality and colour 15mm nominal bore, 122 mm long, weighing not less than 99 gms. (18.54.2-AR425)",EA,1.00,18.54.2,,,,
429,4000834,"Providing and fixing PTMT stop cock of approved quality and colour 15mm nominal bore, 86 mm long, weighing not less than 88 gms. (18.55.1-AR426)",EA,1.00,18.55.1,,,,
430,4000835,"Providing and fixing PTMT stop cock of approved quality and colour 20mm nominal bore, 89 mm long, weighing not less than 88 gms. (18.55.2-AR427)",EA,1.00,18.55.2,,,,
431,4000836,"Providing and fixing PTMT pillar  cock of approved quality and colour 15mm nominal bore, 107mm long, weighing not less than 110 gms. (18.56.1-AR428)",EA,1.00,18.56.1,,,,
432,4000837,"Providing and fixing PTMT pillar  cock of approved quality and colour 15mm nominal bore, 125mm long, foam flow. weighing not less than 120 gms. (18.56.2-AR429)",EA,1.00,18.56.2,,,,
433,4000838,"Providing and fixing PTMT (An Engineeing thermoplastic) grating of approved quality, colour and make (Prayag or equivalent) circular type 100 mm nominal dia (18.58.1.1-AR430)",EA,1.00,18.58.1.1,,,,
434,4000839,"Providing anf fixing PTMT Ball cock of approved quality, colour and make complete with Epoxy coated aluminium rod with L.P./H.P.H.D. plastic ball 15mm nominal bore, 105 mm long, weighing not less than 138 gms., (18.62.1-AR431)",EA,1.00,18.62.1,,,,
435,4000840,"Providing anf fixing PTMT Ball cock of approved quality, colour and make complete with Epoxy coated aluminium rod with L.P./H.P.H.D. plastic ball 20 mm nominal bore, 120 mm long, weighing not less than 198 gms.(18.62.2-AR432)",EA,1.00,18.62.2,,,,
436,3013763,"Providing and fixing PTMT Soap Dish Holder having length of 138 mm, breadth 102 mm, height of 75 mmwith concealed fitting arrangements, weighing not less than 106 gms.  (18.65-AR433)                                                                                    ",EA ,1.00,18.65,,,,
437,4000841,Cutting holes upto 30x30 cm in walls including making good the same: With common burnt clay F.P.S. (non modular) bricks. (18.76.1-AR434),EA,1.00,18.76.1,,,,
438,4000842,"Cutting holes upto 15x15 cm in R.C.C. floors and roofs for passing drain pipe etc.  and repairing the hole after insertion of drain pipe etc. with cement concrete 1:2:4 (1 cement : 2 coarse sand : 4 graded stone aggregate 20 mm nominal size), including finishing complete so as to make it leak proof. (18.77-AR435)",EA,1.00,18.77,,,,
439,4000843,Making chases upto 7.5x7.5 cm in walls including making good and finishing with matching surface after housing G.I pipe etc. (18.78-AR436),M,1.00,18.78,,,,
440,4000518,"Providing, laying and jointing glazed stoneware pipes class SP-1 with stiff mixture of cement mortar in the proportion of 1:1 (1 cement : 1 fine sand) including testing of joints etc. complete: 100 mm dia, (19.1.1-AR437)",Mtr,1.00,19.1.1,,,,
441,4000519,"Providing, laying and jointing glazed stoneware pipes class SP-1 with stiff mixture of cement mortar in the proportion of 1:1 (1 cement : 1 fine sand) including testing of joints etc. complete: 150 mm dia , (19.1.2-AR438)",Mtr,1.00,19.1.2,,,,
442,4000520,"Providing, laying and jointing glazed stoneware pipes grade ‘A’ with stiff mixture of cement mortar in the proportion of 1:1 (1 cement : 1 fine sand) including testing of joints etc. complete: 200 mm dia, (19.1.3-AR439)",Mtr,1.00,19.1.3,,,,
443,4000521,"Providing and laying cement concrete 1:5:10 (1 cement : 5 coarse sand : 10 graded stone aggregate 40 mm nominal size) allround S.W. pipes including bed concrete as per standard design: 100 mm dia S.W. pipe, (19.2.1-AR440)",Mtr,1.00,19.2.1,,,,
444,4000522,"Providing and laying cement concrete 1:5:10 (1 cement : 5 coarse sand : 10 graded stone aggregate 40 mm nominal size) allround S.W. pipes including bed concrete as per standard design: 150 mm dia S.W. pipe, (19.2.2-AR441)",Mtr,1.00,19.2.2,,,,
445,4000523,"Providing and laying cement concrete 1:5:10 (1 cement : 5 coarse sand : 10 graded stone aggregate 40 mm nominal size) allround S.W. pipes including bed concrete as per standard design: 200 mm dia S.W. pipe, (19.2.3-AR442)",Mtr,1.00,19.2.3,,,,
446,4000524,"Providing and laying cement concrete 1:5:10 (1 cement : 5 coarse sand : 10 graded stone aggregate 40 mm nominal size) upto haunches of S.W. pipes including bed concrete as per standard design : 100 mm dia SW pipe, (19.3.1-AR443)",Mtr,1.00,19.3.1,,,,
447,4000525,"Providing and laying cement concrete 1:5:10 (1 cement : 5 coarse sand : 10 graded stone aggregate 40 mm nominal size) upto haunches of S.W. pipes including bed concrete as per standard design : 150 mm dia SW pipe, (19.3.2-AR444)",Mtr,1.00,19.3.2,,,,
448,4000526,"Providing and laying cement concrete 1:5:10 (1 cement : 5 coarse sand : 10 graded stone aggregate 40 mm nominal size) upto haunches of S.W. pipes including bed concrete as per standard design : 200 mm dia S.W. pipe, (19.3.3-AR445)",Mtr,1.00,19.3.3,,,,
449,4000527,Providing and fixing square-mouth S.W. gully trap class SP-1complete with C.I. grating brick masonry chamber with water tight C.I. cover with frame of 300x300 mm size (inside) the weight of cover to be not less than 4.50 kg and frame to be not less than 2.70 Kg. as per standard design : 100x100mm size P type with common burnt clay F.P.S (non modular) bricks of class designation 75 (19.4.1.1-AR446),Ea,1.00,19.4.1.1,,,,
450,4000528,"Providing and laying non-pressure NP2 class (light duty) R.C.C. pipes with collars jointed with stiff mixture of cement mortar in the proportion of 1:2 (1 cement : 2 fine sand) including testing of joints etc. complete: 150 mm dia RCC pipe., (19.6.2-AR447)",Mtr,1.00,19.6.2,,,,
451,4000529,"Providing and laying non-pressure NP2 class (light duty) R.C.C. pipes with collars jointed with stiff mixture of cement mortar in the proportion of 1:2 (1 cement : 2 fine sand) including testing of joints etc. complete: 250 mm dia RCC pipe., (19.6.3-AR448)",Mtr,1.00,19.6.3,,,,
452,4000530,"Constructing brick masonry manhole in cement mortar 1:4 (1 cement:4 coarse sand) RCC top slab with 1:2:4 mix (1 cement: 2 coarse sand: 4 graded stone aggregate 20 mm nominal size), foundation concrete 1:4:8 mix ( 1 cement: 4 coarse sand: 8 graded stone aggregate 40mm nominal size), inside plastering 12 mm thick with cement mortar 1:3 (1cement: 3 corse sand) finished with floating coat of neat cement and making channels in cement concrete 1:2:4(1 cement: 2 coarse sand: 4 graded stone aggregate 20 mm nominal size) finished with a floating coat of neat cement complete as per standard design : Inside size 90x80cm and 45cm deep including CI cover with frame(light duty) 455x610mm internal diamensions, total weight of cover and frame to be not less than 38kg (weight of cover 23kg and weight of frame 15kg)  With common burnt clay F.P.S (non modular) bricks with class designation 7.5 (19.7.1.1-AR449)",Ea,1.00,19.7.1.1,,,,
453,4000531,"Constructing brick masonry manhole in cement mortar 1:4 (1 cement:4 coarse sand) RCC top slab with 1:2:4 mix (1 cement: 2 coarse sand: 4 graded stone aggregate 20mm nominal size), foundation concrete 1:4:8 mix ( 1 cement: 4 coarse sand: 8 graded stone aggregate 40mm nominal size) inside plastering 12 mm thick with cement mortar 1:3 (1cement: 3 corse sand) finished with floating coat of neat cement and making channels in cement concrete 1:2:4(1 cement: 2 coarse sand: 4 graded stone aggregate 20 mm nominal size) finished with a floating coat of neat cement complete as per standard design : Inside size 120x90cm and 90 cm deep including CI cover with frame(medium duty) 500 mm internal diameter, total weight of cover and frame to be not less than 116kg (weight of cover 58kg and weight of frame 58kg)  With common burnt clay F.P.S (non modular) bricks with class designation 7.5 (19.7.2.1-AR450)",Ea,1.00,19.7.2.1,,,,
454,4000532,Extra for depth for manholes Size 90x80 cm With common burnt clay F.P.S. (non modular )bricks class designation  7.5 (19.8.1.1-AR451),Mtr,1.00,19.8.1.1,,,,
455,4000533,Extra for depth for manholes Size 120x90 cm With common burnt clay F.P.S. (non modular) bricks class designation 7.5 (19.8.2.1-AR452),Mtr,1.00,19.8.2.1,,,,
456,3013764,"Providing orange colour safety foot rest of minimum 6 mm thick plasticencapsulated as per IS : 10910, on 12 mm dia steel bar conforming to IS:1786, having minimum cross section as 23 mmx25 mm and over allminimum length 263 mm and width as 165 mm with minimum 112 mmspace between protruded legs having 2 mm tread on top surface by ribbing or chequering besides necessary and adequate anchoring projections on tail length on 138 mm as per standard drawing and suitable to with stand the bend test and chemical resistance test as per specifications and having manufacture’s permanent identification mark to be visible even after fixing, including fixing in manholes with 30x20x15 cm cement concrete block 1:3:6 (1 cement : 3 coarse sand : 6 graded stone aggregate 20 mm nominal size) complete as per design. (19.16-AR453)",ea,1.00,19.16,,,,
457,4000534,Supplying and fixing C.I. cover without frame for manholes: 455x610 mm rectangular C.I. cover (light duty) the weight of the cover to be not less than 23 kg. (19.18.1-AR454),Ea,1.00,19.18.1,,,,
458,4000535,"Providing and fixing in position precast R.C.C. manhole cover and frame of required shape and approved quality. L D- 2.5 Rectangular shape 600x450 mm internal dimensions, (19.19.1.1-AR455)",Ea,1.00,19.19.1.1,,,,
459,4000536,Providing and fixing in position precast R.C.C. manhole cover and frame of required shape and approved quality. L D- 2.5 : Square shape 450 mm internal dimensions. (19.19.1.2-AR456),Ea,1.00,19.19.1.2,,,,
460,4000537,Providing and fixing in position precast R.C.C. manhole cover and frame of required shape and approved quality H D - 20  : Circular shape 560 mm internal diameter.(19.19.3.1-AR457),Ea,1.00,19.19.3.1,,,,
461,4000538,"Supplying and fixing CI cover 300x300mm without frame for gully trap (standard pattern) the weight of cover to be not less than 4.5Kg., (19.20-AR458)",Ea,1.00,19.20,,,,
462,4000539,"Making connection of drain or sewer line with existing manhole including breaking into and making good the walls, floors with cement concrete 1:2:4 mix (1 cement : 2 coarse sand : 4 graded stone aggregate 20 mm nominal size) cement plastered on both sides with cement mortar 1:3 (1 cement : 3 coarse sand) finished with a floating coat of neat cement and making necessary channels for the drain etc. complete : For pipes 100 to 250 mm diameter (19.21.1-AR459)",Ea,1.00,19.21.1,,,,
463,4000540,Constructing brick masonry road gully chamber 110x50x77.5 cm with bricks in cement mortar 1:4 (1 cement :4 coarse sand)  including 500x450 mm precast R.C.C.  horizontal grating with frame and vertical grating complete as per standard design: with common burnt clay F.P.S (non modular) bricks of class designation 7.5 (19.29.1-AR460),Ea,1.00,19.29.1,,,,
464,4000471,"Providing and fixing aluminium work for doors, windows, ventilators and partitions with extruded built up standard tubular sections/ appropriate Z sections and other sections of approved make conforming to IS:733 and IS:1285, fixing with dash fasteners of required dia and size, including necessary filling up the gaps at junctions, i.e. at top, bottom and sides with required EPDM rubber/ neoprene gasket etc. Aluminium sections shall be smooth, rust free, straight, mitred and jointed mechanically wherever required including cleat angle, Aluminium snap beading for glazing/panelling, C.P.brass/stainless steel screws, all complete as per architectural drawings and the directions of Engineer-in-charge. (Glazing, panelling and dash fasteners to be paid for separately): For Fixed portion. Anodised aluminium (anodised transparent or dyed to required shade according to IS: 1868, Minimum anodic coating of grade AC 15) (21.1.1.1-AR461) ",Kg,1.00,21.1.1.1,,,,
465,4000472,"Providing and fixing aluminium work for doors, windows, ventilators and partitions with extruded built up standard tubular sections/ appropriate Z sections and other sections of approved make conforming to IS: 733 and IS: 1285, fixing with dash fasteners of required dia and size including necessary filling up the gaps at junctions ie. at top , bottom and sides with required EDPM rubber/neoprene gasket etc . Aluminium sections shall be smooth, rust free, straight, mitred and jointed mechanically wherever required including cleat angle, Aluminium snap beading for glazing/panelling,  C.P. brass/stainless steel screws, all complete as per architectural drawings and the directions of Engineer-in-charge. (Glazing panelling and dash fasteners to be paid for separately.) For shutters of doors, windows & ventilators including providing and fixing hinges/pivots and making provision for fixing of fittings wherever required including the cost of EPDM rubber/ neoprene gasket required (Fittings shall be paid for separately.) Anodised aluminium (anodised transparent or dyed to required shade according to IS: 1868, minimum anodic coating of grade AC 15 (21.1.2.1-AR462)",Kg,1.00,21.1.2.1,,,,
466,4000473,"Providing and fixing 12 mm thick prelaminated particle board flat pressed three layer or graded wood particle board confirming to IS: 12823 Grade I Type II, in panelling fixed in aluminium doors, windows shutters and partition frames with C.P brass/ stainless steel screws etc. complete as per architectural drawings and directions of engineer-in-charge. Pre-laminated particle board with decorative lamination on one side and balancing lamination on other side., (21.2.1-AR463)",Sqm,1.00,21.2.1,,,,
467,4000474,"Providing and fixing 12 mm thick prelaminated particle board flat pressed three layer or graded wood partilce board confirming to IS 12823 Grade I, Type II  in panelling fixed in aluminium doors, windows shutters and partition frames with C.P. brass / stainless steel screws etc. complete as per architectural drawings and directions of engineer-in-charge. Prelaminated particle board with decorative lamination on both sides., (21.2.2-AR464)",Sqm,1.00,21.2.2,,,,
468,4000475,"Providing and fixing glazing in aluminium door, window, ventilator shutters and partitions etc. with EPDM rubber / neoprene gasket etc. complete as per the architectural drawings and the directions of engineer-in-charge . (Cost of aluminium snap beading shall be paid in basic item). With float glass panes of 4.0 mm thickness., (21.3.1-AR465)",Sqm,1.00,21.3.1,,,,
469,4000476,"Providing and fixing glazing in aluminium door, window, ventilator shutters and partitions etc. with EPDM rubber / neoprene gasket etc. complete as per the architectural drawings and the directions of engineer-in-charge . (Cost of aluminium snap beading shall be paid in basic item). With float glass panes of 5.50 mm thickness, (21.3.2 -AR466)",Sqm,1.00,21.3.2,,,,
470,4000477,"Providing and fixing double action hydraulic floor spring of approved brand and manufacture confirming IS : 6315, having brand logo embossed on the body / plate with double spring mechanism and door weight upto 125 kg, for doors including cost of cutting floors, embedding in floors as required and making good the same matching to the exiisting floor finishing and cover plates with brass pivot and single piece M.S. sheet outer box with slide plate etc. complete as per the direction of Engineer-in-charge. With Stainless Steel cover plate minimum 1.25 mm thickness. (21.4.1-AR467)",Ea,1.00,21.4.1,,,,
472,4000478,"Providing and fixing powder coated aluminium work (minimum thickness of powder coating 50 micron) consisting of tee/angle sections, of approved make conforming to IS : 733 in frames of false ceiling including aluminium angle cleats with necessary CP brass/stainless steel sunk screws, aluminium perimeter angles fixed to wall with rawl plugs @ 450 mm centre to centre and fixing the frame work to GI level adjusting hangers 6mm dia with necessary cadmium plated machine screws all complete as per approved architectural drawings and direction of the Engineer-In-Charge (level adjusting hangers, ceiling cleats and expansion hold fasteners to paid for separately.), (21.5-AR469)",Kg,1.00,21.5,,,,
473,4000479,"Providing and fixing 6 mm dia GI level adjusting hangers (upto 1200 mm length) fixed to roof slabs by means of ceiling cleats made out of GI flat 40x3 mm size 60 mm long and stainless steel expandable dash fasteners of 12.5 mm dia and 50 mm long, complete as per direction of Engineer-In-Charge. (21.6-AR470)",Ea,1.00,21.6,,,,
474,3013765,Providing fixing aluminium casement windows fastener of required length for aluminium windows with necessary screws etc. complete. Polyester powder coated minimum thickness 50 micron aluminium. (21.15.3-AR471),Each,1.00,21.15.3,,,,
476,4000788,"Providing and laying water proofing treatment in sunken portion of WCs, bathroom etc., by applying cement slurry mixed with water proofing cement compound consisting of applying : (a) First layer of slurry of cement @ 0.488 kg/sqm mixed with water proofing cement compound @ 0.253 kg/sqm. This layer will be allowed to air cure for 4 hours. (b) Second layer of slurry of cement @ 0.242 kg/sqm mixed with water proofing cement compound @ 0.126 kg/sqm. This layer will be allowed to air cure for 4 hours followed with water curing for 48 hours. The rate includes preparation of surface, treatment and sealing of all joints, corners, junctions of pipes and masonary with polymer mixed slurry.  22.5",Sqm,1.00,22.5,,,,
479,4000611,Supplying and stacking of good earth at site including royalty and carriage for all leads & lifts (earth measured in stacks will  be  reduced by 20% for payment). (23.2-AR476),Cum,1.00,23.2,,,,
480,3013608,"Providing and fixing  double  scaffolding system  (cup lock  type)  on  the exterior side of building/ structure, upto 25 metre height, above ground level including additional rows of scaffholding in stepped manner as per requirement of site, made with 40mm dia. M.S. tube 1.5 m centre to centre horizontal & vertical tubes joining with cup & lock system  with  M.S.  tubes,  M.S.  tube  challis,  M.S.  clamps  and staircase  system  in  the  scaffolding  for  working  platform  etc.  and maintaining  it  in  a  serviceable  condition  for execution of work of cleaning and / or pointing and/ or applying chemical and removing it thereafter. The  scaffolding system  shall be stiffened  with  bracings,  runners,  connection  with  the  building  etc, wherever  required, if feasible, for inspection     of  work  at  required  locations  with essential  safety  features  for  the  workmen  etc.  complete  as  per directions and approval  of  Engineer-in-charge .The  elevational area of the scaffolding shall be measured for payment purpose .The payment will be made once only for execution of all items for such  works. (14.72)",Sqm,1.00,14.72,,,,
503,3013767,"Dismantling CI or asbestos rain water pipe with fittings and clamps i/c stacking the material within 50 m lead: upto 100 mm dia pipe, 15.42.2",Mtr,1.00,15.42.2,,,,
504,4000515,"Dismantling broken W.C. pot/urinal/Wash basin including dismantling flooring, disconnecting G.I. inlet connection, flush pipe, traps etc. and disposal of rubbish to M.C.D. dumping ground complete. Based on 15.52-AR501) ",Ea,1.00,15.52,,,,
511,3013559,Providing and Fixing bevelled edge mirror of superior quality glass (Modi /Sant Gobain) complete with 6 mm thick hard board fixed to wooden cleats with cp brass screws and washers etc complete. (17.31-AR508),Sqm,1.00,17.31,,,,
513,4000642,Raking out joints of brick tile on roof and grouting with cement mortar 1:2 (1 Cement : 2 Fine sand ) including disposal of rubbish to the dumping ground within 50 metres lead. 14.17,Sqm,1.00,14.17,,,,
514,4000643,Providing and fixing interlocking precast CC blocks of M-30 Grade of  approved design in pavement of thickness  60 mm i/c setting in position  & filling the joints with Yamuna sand etc complete as per direction of Engineer-in-Charge. (16.68-AR511),Sqm,1.00,16.68,,,,
526,3013768,"Repair to plaster in patches in ceiling by cutting the patch in proper shape removing loose material, cleaning rusted portion of reinforcement, repairing the surface of ceiling with cement mortar 1:3 (1 cement : 3 coarse sand) providing and fixing chicken mesh including applying neat cement.(14.75)",Sqm,1.00,14.75,,,,
759,4000636,"Supplying and fixing Hot dipped Reinforced Punched Concertina Coil made of 0.5 mm thick and 19 mm wide tape and spring core wire of 2.59 mm dia of approved quality, dipped in PH2 oil to protect rusting of wire & tape. The coil will be of 760 mm dia when closed and 750 mm dia when spread to 6.0 m of length with 48 numbers of rounds (Eight rounds in one meter length) Streched and fixed between post with GI Staples/GI wire on existing MS Angle frame as specified complete as per direction of Engineer -in - Charge . (MS Structure steel, cement concrete, painting etc. if required, will be paid separately) Only Straight length between the posts shall be payable. (Ref 16.53-AR299A)",m,1.00,16.53,,,,
